input_symbol,reason_guess,fuzzy_close_matches,same_prefix_aliases
AFARP1,Not in id_map (possible alias / deprecated / non-protein-coding),FARP1;AFAP1;ARFRP1;FRP1;FAR1,AFAR;AFAR3
CCL14-CCL15,Variant-like or composite token,,CCL1;CCL11;CCL13;CCL14;CCL15;CCL15-CCL14;CCL16;CCL17;CCL18;CCL19
OR6W1P,Not in id_map (possible alias / deprecated / non-protein-coding),OR6J1P;ORW1,
EMX2OS,Not in id_map (possible alias / deprecated / non-protein-coding),EMX2,EMX2
POM121L9P,Not in id_map (possible alias / deprecated / non-protein-coding),POM121L2;POM121-L;POM121,POM121;POM121-L;POM121A;POM121C;POM121L12;POM121L2
LOC100130274,Non-canonical / lncRNA / LOC symbol,LOC100130733,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC390595,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
LOC440563,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
FBXL21,Not in id_map (possible alias / deprecated / non-protein-coding),FBXL2;FBXL1;FBX21;FBXO21;FBXL22,FBXL1;FBXL10;FBXL11;FBXL12;FBXL13;FBXL14;FBXL15;FBXL16;FBXL17;FBXL18
LOC389705,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
LOC100233209,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC441601,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
APOC1P1,Not in id_map (possible alias / deprecated / non-protein-coding),APOC1;APC11,APOC-3;APOC-I;APOC-IB;APOC-III;APOC1;APOC1B;APOC2;APOC3;APOC4;APOC4-APOC2
LOC285205,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
ABCA17P,Not in id_map (possible alias / deprecated / non-protein-coding),ABCA7;ABCA1,ABCA1;ABCA10;ABCA12;ABCA13;ABCA2;ABCA3;ABCA4;ABCA5;ABCA6;ABCA7
MGC16384,Not in id_map (possible alias / deprecated / non-protein-coding),MGC16824;MGC16638;MGC163428;MGC163426;MGC163408,MGC1;MGC10067;MGC10084;MGC1010;MGC10120;MGC10170;MGC10198;MGC10200;MGC10204;MGC10210
RPS2P32,Not in id_map (possible alias / deprecated / non-protein-coding),RPS23,RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS27L
TRIM78P,Not in id_map (possible alias / deprecated / non-protein-coding),TRIM77P;TRIM75P;TRIM8;TRIM7,TRIM;TRIM1;TRIM10;TRIM11;TRIM13;TRIM14;TRIM15;TRIM16;TRIM17;TRIM18
CSNK1A1P,Not in id_map (possible alias / deprecated / non-protein-coding),CSNK1A1;CSNK2A1P;CSNK1A1L;CSNK2A1;CSNK1G1,CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;CSNK2A1;CSNK2A1P;CSNK2A2
FAM157A,Not in id_map (possible alias / deprecated / non-protein-coding),FAM57A;FAM15A;FAM217A;FAM195A;FAM187A,FAM100A;FAM100B;FAM101A;FAM101B;FAM102A;FAM102B;FAM103A1;FAM103A2P;FAM104A;FAM104B
LOC647309,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
PSITPTE22,Not in id_map (possible alias / deprecated / non-protein-coding),,
C9ORF66,Not in id_map (possible alias / deprecated / non-protein-coding),C9ORF166;C19ORF66;C9ORF6;CXORF66;C9ORF96,C9ORF10;C9ORF100;C9ORF101;C9ORF102;C9ORF103;C9ORF105;C9ORF108;C9ORF10OS;C9ORF11;C9ORF111
C17ORF54,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF54;C1ORF154;C19ORF54;C18ORF54;C17ORF95,C17ORF1;C17ORF100;C17ORF101;C17ORF103;C17ORF104;C17ORF105;C17ORF106;C17ORF107;C17ORF108;C17ORF109
LOC442459,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
LOC285847,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
FER1L4,Not in id_map (possible alias / deprecated / non-protein-coding),FER1L6;FER1L5;FER1L3;FER1L2;FER1L1,FER1L1;FER1L2;FER1L3;FER1L5;FER1L6
C1ORF229,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF29;C1ORF22;C6ORF229;C21ORF29;C1ORF232,C1ORF10;C1ORF100;C1ORF101;C1ORF102;C1ORF103;C1ORF105;C1ORF106;C1ORF107;C1ORF108;C1ORF109
LOC256880,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
CEACAM22P,Not in id_map (possible alias / deprecated / non-protein-coding),CEACAM21;CEACAM20,CEACAM1;CEACAM16;CEACAM18;CEACAM19;CEACAM20;CEACAM21;CEACAM3;CEACAM4;CEACAM5;CEACAM6
LOC84931,Non-canonical / lncRNA / LOC symbol,LOC492311;LOC284371,LOC84645
LOC100101266,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
?|26823,Unknown placeholder / assembler tag,,
C7ORF69,Not in id_map (possible alias / deprecated / non-protein-coding),C7ORF9;C7ORF6;CXORF69;C9ORF69;C7ORF76,C7ORF1;C7ORF10;C7ORF11;C7ORF12;C7ORF14;C7ORF15;C7ORF16;C7ORF17;C7ORF18;C7ORF19
SNORA67,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
TMEM14E,Not in id_map (possible alias / deprecated / non-protein-coding),TMEM214;TMEM194;TMEM174;TMEM16E;TMEM164,TMEM1;TMEM10;TMEM100;TMEM101;TMEM102;TMEM103;TMEM104;TMEM106A;TMEM106A-AS1;TMEM106B
C10ORF41,Not in id_map (possible alias / deprecated / non-protein-coding),C10ORF141;C10ORF4;C20ORF41;C1ORF141;C19ORF41,C10ORF10;C10ORF104;C10ORF105;C10ORF107;C10ORF11;C10ORF112;C10ORF113;C10ORF115;C10ORF116;C10ORF117
PIN1L,Not in id_map (possible alias / deprecated / non-protein-coding),PIN1;SPINL;SPIN1;PLIN1;PINX1,PIN1
ANP32C,Not in id_map (possible alias / deprecated / non-protein-coding),ANP32E;ANP32D;ANP32B;ANP32A,ANP32A;ANP32B;ANP32D;ANP32E
FAM136B,Not in id_map (possible alias / deprecated / non-protein-coding),FAM13B;FAM236B;FAM216B;FAM213B;FAM196B,FAM100A;FAM100B;FAM101A;FAM101B;FAM102A;FAM102B;FAM103A1;FAM103A2P;FAM104A;FAM104B
LOC100128542,Non-canonical / lncRNA / LOC symbol,LOC100128569,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
C6ORF201,Not in id_map (possible alias / deprecated / non-protein-coding),C6ORF21;C6ORF20;C6ORF221;C6ORF213;C6ORF212,C6ORF1;C6ORF10;C6ORF102;C6ORF103;C6ORF104;C6ORF105;C6ORF106;C6ORF107;C6ORF108;C6ORF109
MSL3L2,Not in id_map (possible alias / deprecated / non-protein-coding),MSL3L1;MSL3;MSL2;MLL2,MSL3;MSL3L1
C3ORF74,Not in id_map (possible alias / deprecated / non-protein-coding),C3ORF7;C3ORF4;C9ORF74;C8ORF74;C7ORF74,C3ORF1;C3ORF10;C3ORF11;C3ORF13;C3ORF14;C3ORF15;C3ORF16;C3ORF18;C3ORF19;C3ORF20
GAGE2B,Not in id_map (possible alias / deprecated / non-protein-coding),GAGE12B;GAGE2;XAGE2B;PAGE2B;LAGE2B,GAGE-9;GAGE1;GAGE10;GAGE11;GAGE12A;GAGE12B;GAGE12C;GAGE12D;GAGE12E;GAGE12F
ATXN8OS,Not in id_map (possible alias / deprecated / non-protein-coding),,ATXN1;ATXN10;ATXN1L;ATXN2;ATXN2L;ATXN3;ATXN3L;ATXN7;ATXN7L1;ATXN7L2
LOC654433,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
OCLM,Not in id_map (possible alias / deprecated / non-protein-coding),OCM;CLM,
SCARNA9,Not in id_map (possible alias / deprecated / non-protein-coding),SCAR9,SCAR;SCAR1;SCAR10;SCAR2;SCAR3;SCAR5;SCAR7;SCAR8;SCAR9;SCARA1
LOC100240735,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
CDRT15P,Not in id_map (possible alias / deprecated / non-protein-coding),CDRT15;CDRT1;CDRT15L2,CDRT1;CDRT15;CDRT15L2;CDRT4
FAM138F,Not in id_map (possible alias / deprecated / non-protein-coding),,FAM100A;FAM100B;FAM101A;FAM101B;FAM102A;FAM102B;FAM103A1;FAM103A2P;FAM104A;FAM104B
SEC1,Not in id_map (possible alias / deprecated / non-protein-coding),SREC1;SPEC1;SEC18;SEC15;SEC13,SEC10;SEC10L1;SEC10P;SEC11A;SEC11C;SEC11L1;SEC11L3;SEC12;SEC13;SEC13L
LOC100287718,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
NCRNA00204B,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00220;NCRNA00201;NCRNA00094,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
FDPSL2A,Not in id_map (possible alias / deprecated / non-protein-coding),,FDPS
LOC84989,Non-canonical / lncRNA / LOC symbol,LOC285498,LOC84645
LOC100128811,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC100133985,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC400794,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
C14ORF178,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF178;C14ORF78;C14ORF18;C14ORF180;C14ORF179,C14ORF1;C14ORF10;C14ORF100;C14ORF101;C14ORF102;C14ORF103;C14ORF104;C14ORF105;C14ORF106;C14ORF108
C7ORF4,Not in id_map (possible alias / deprecated / non-protein-coding),C7ORF74;C7ORF64;C7ORF49;C7ORF48;C7ORF47,C7ORF1;C7ORF10;C7ORF11;C7ORF12;C7ORF14;C7ORF15;C7ORF16;C7ORF17;C7ORF18;C7ORF19
C14ORF19,Not in id_map (possible alias / deprecated / non-protein-coding),C14ORF179;C14ORF169;C14ORF159;C14ORF149;C14ORF139,C14ORF1;C14ORF10;C14ORF100;C14ORF101;C14ORF102;C14ORF103;C14ORF104;C14ORF105;C14ORF106;C14ORF108
DIRC3,Not in id_map (possible alias / deprecated / non-protein-coding),DRC3;DIR3;DIC3;DIRC2;BIRC3,DIRC2
LOC284798,Non-canonical / lncRNA / LOC symbol,LOC285498,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
LOC91149,Non-canonical / lncRNA / LOC symbol,LOC51149,LOC90113;LOC91893;LOC92154;LOC93082
DPRXP4,Not in id_map (possible alias / deprecated / non-protein-coding),PRP4;DPRX;DPP4,DPRX
IGLL3,Not in id_map (possible alias / deprecated / non-protein-coding),IGLL;VGLL3;IGLL5;IGLL1;IGFL3,IGLL;IGLL1;IGLL5
ZNF826,Not in id_map (possible alias / deprecated / non-protein-coding),ZNF82;ZNF26;ZNF926;ZNF896;ZNF865,ZNF8;ZNF80;ZNF800;ZNF801;ZNF802;ZNF803;ZNF804A;ZNF804B;ZNF805;ZNF808
LOC100272216,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC145474,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC643008,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
RFPL1S,Not in id_map (possible alias / deprecated / non-protein-coding),RFPL1,RFPL1;RFPL2;RFPL3;RFPL4;RFPL4A;RFPL4AL1;RFPL4B
SNORA39,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
LOC441046,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
LOC134466,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC284837,Non-canonical / lncRNA / LOC symbol,LOC284371,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
MCART3P,Not in id_map (possible alias / deprecated / non-protein-coding),MCARP;MART3,MCARP;MCART1;MCART2;MCART6
MEG3,Not in id_map (possible alias / deprecated / non-protein-coding),MEGF3;ME3,
SLC22A18AS,Not in id_map (possible alias / deprecated / non-protein-coding),SLC22A18;SLC22A8;SLC22A1,SLC20A1;SLC20A2;SLC20A3;SLC20A4;SLC21A11;SLC21A12;SLC21A14;SLC21A15;SLC21A2;SLC21A20
REXO1L1,Not in id_map (possible alias / deprecated / non-protein-coding),REXO1,REXO1;REXO2;REXO4;REXO5
LOC283761,Non-canonical / lncRNA / LOC symbol,LOC284371,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
RRN3P1,Not in id_map (possible alias / deprecated / non-protein-coding),RRP1;RRN3,RRN3
LOC348840,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
ZDHHC8P1,Not in id_map (possible alias / deprecated / non-protein-coding),ZDHHC8;ZDHHC1;ZDHHC21;ZDHHC19;ZDHHC18,ZDHHC1;ZDHHC10;ZDHHC11;ZDHHC11B;ZDHHC12;ZDHHC13;ZDHHC14;ZDHHC15;ZDHHC16;ZDHHC17
C10ORF111,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF111;C10ORF11;C20ORF111;C14ORF111;C10ORF141,C10ORF10;C10ORF104;C10ORF105;C10ORF107;C10ORF11;C10ORF112;C10ORF113;C10ORF115;C10ORF116;C10ORF117
SNORD94,Small RNA / non-coding gene (often excluded),,SNORA80EHG;SNORC
LOC340508,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
MTVR2,Not in id_map (possible alias / deprecated / non-protein-coding),MTR2;MTVR1;MTMR2;MTGR2;MTFR2,MTVR1
C15ORF5,Not in id_map (possible alias / deprecated / non-protein-coding),C15ORF65;C15ORF59;C15ORF58;C15ORF57;C15ORF55,C15ORF1;C15ORF12;C15ORF13;C15ORF15;C15ORF16;C15ORF17;C15ORF18;C15ORF19;C15ORF2;C15ORF20
SLC26A10,Not in id_map (possible alias / deprecated / non-protein-coding),SLC2A10;SLC26A1;SLC26A11;SLC25A10;SLC22A10,SLC20A1;SLC20A2;SLC20A3;SLC20A4;SLC21A11;SLC21A12;SLC21A14;SLC21A15;SLC21A2;SLC21A20
FUNDC2P2,Not in id_map (possible alias / deprecated / non-protein-coding),FUNDC2,FUNDC1;FUNDC2
LOC100132831,Non-canonical / lncRNA / LOC symbol,LOC100129583,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
FLJ13197,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ41197;FLJ32197;FLJ31978;FLJ31937;FLJ31917,FLJ10006;FLJ10007;FLJ10024;FLJ10033;FLJ10035;FLJ10036;FLJ10042;FLJ10051;FLJ10052;FLJ10053
