input_col	mapped_ensembl	method
GSC	ENSG00000133937	symbol
ANKRD26P1	ENSG00000261239	symbol
GFRA2	ENSG00000168546	symbol
CYP26C1	ENSG00000187553	symbol
CAMK2A	ENSG00000070808	symbol
HS6ST2	ENSG00000171004	symbol
RBP3	ENSG00000265203	symbol
GABRE	ENSG00000102287	symbol
DCAF8L2	ENSG00000189186	symbol
WNT10A	ENSG00000135925	symbol
MRGPRX2	ENSG00000183695	symbol
HPGD	ENSG00000164120	symbol
GPR179	ENSG00000277399	symbol
GGT3P	ENSG00000197421	symbol
MMRN1	ENSG00000138722	symbol
EPX	ENSG00000121053	symbol
ICAM4	ENSG00000105371	symbol
GAPDHS	ENSG00000105679	symbol
DSG4	ENSG00000175065	symbol
RDH12	ENSG00000139988	symbol
PIWIL1	ENSG00000125207	symbol
CYP17A1	ENSG00000148795	symbol
HPCA	ENSG00000121905	symbol
C1QTNF7	ENSG00000163145	symbol
VAX2	ENSG00000116035	symbol
HEATR4	ENSG00000187105	symbol
ZFY	ENSG00000067646	symbol
TMOD4	ENSG00000163157	symbol
KCTD4	ENSG00000180332	symbol
MESP2	ENSG00000188095	symbol
FOXH1	ENSG00000160973	symbol
TXNDC2	ENSG00000168454	symbol
PRKCQ	ENSG00000065675	symbol
SLC25A2	ENSG00000120329	symbol
TTC16	ENSG00000167094	symbol
POMC	ENSG00000115138	symbol
ZCCHC12	ENSG00000174460	symbol
OCM	ENSG00000122543	symbol
DNAJC22	ENSG00000178401	symbol
GDF3	ENSG00000184344	symbol
SDR42E1	ENSG00000184860	symbol
GHRHR	ENSG00000106128	symbol
UCN	ENSG00000163794	symbol
GPR22	ENSG00000172209	symbol
PURG	ENSG00000172733	symbol
P2RY10	ENSG00000078589	symbol
CRLF1	ENSG00000006016	symbol
FRG2B	ENSG00000225899	symbol
DLEU7	ENSG00000186047	symbol
TNFSF15	ENSG00000181634	symbol
ASPHD1	ENSG00000174939	symbol
CYP3A4	ENSG00000160868	symbol
PRIMA1	ENSG00000175785	symbol
STAC	ENSG00000144681	symbol
TMEM61	ENSG00000143001	symbol
NKX2-1	ENSG00000136352	symbol
CLVS2	ENSG00000146352	symbol
CASKIN1	ENSG00000167971	symbol
PGLYRP3	ENSG00000159527	symbol
BMP7	ENSG00000101144	symbol
LBX1	ENSG00000138136	symbol
SNORA81	ENSG00000221420	symbol
NOVA1	ENSG00000139910	symbol
SLPI	ENSG00000124107	symbol
C1orf87	ENSG00000162598	symbol
SIT1	ENSG00000137078	symbol
SCARNA2	ENSG00000278249	symbol
RXFP3	ENSG00000182631	symbol
ZNF683	ENSG00000176083	symbol
KRTAP5-7	ENSG00000244411	symbol
ARL17B	ENSG00000228696	symbol
CLEC18A	ENSG00000157322	symbol
ENHO	ENSG00000168913	symbol
CLDN9	ENSG00000213937	symbol
SLC22A2	ENSG00000112499	symbol
HRH4	ENSG00000134489	symbol
INSM2	ENSG00000168348	symbol
A4GNT	ENSG00000118017	symbol
UPB1	ENSG00000100024	symbol
ODF4	ENSG00000184650	symbol
DSCR9	ENSG00000230366	symbol
MYO7B	ENSG00000169994	symbol
NRADDP	ENSG00000236409	symbol
FLJ13224	ENSG00000177340	symbol
C2CD4C	ENSG00000183186	symbol
ADRA2C	ENSG00000184160	symbol
RSPH10B2	ENSG00000169402	symbol
APOBEC2	ENSG00000124701	symbol
NRK	ENSG00000123572	symbol
ELAVL2	ENSG00000107105	symbol
LY9	ENSG00000122224	symbol
GALNT9	ENSG00000182870	symbol
KCNK7	ENSG00000173338	symbol
MPP4	ENSG00000082126	symbol
LAX1	ENSG00000122188	symbol
ANGPTL6	ENSG00000130812	symbol
CYP7A1	ENSG00000167910	symbol
PARP15	ENSG00000173200	symbol
PATE2	ENSG00000196844	symbol
C5orf47	ENSG00000185056	symbol
STH	ENSG00000256762	symbol
IL7R	ENSG00000168685	symbol
KCNQ5	ENSG00000185760	symbol
CRYBA4	ENSG00000196431	symbol
S100Z	ENSG00000171643	symbol
SH2D4B	ENSG00000178217	symbol
BTBD8	ENSG00000189195	symbol
LHFPL3	ENSG00000187416	symbol
KCTD16	ENSG00000183775	symbol
QRFP	ENSG00000188710	symbol
HNF4A	ENSG00000101076	symbol
GZMK	ENSG00000113088	symbol
EIF3IP1	ENSG00000237064	symbol
PXDNL	ENSG00000147485	symbol
FBXO15	ENSG00000141665	symbol
HSPB3	ENSG00000169271	symbol
MYF6	ENSG00000111046	symbol
KCNA5	ENSG00000130037	symbol
MT1L	ENSG00000260549	symbol
IGSF22	ENSG00000179057	symbol
ZNF280B	ENSG00000275004	symbol
ALOX15B	ENSG00000179593	symbol
CHI3L2	ENSG00000064886	symbol
CEND1	ENSG00000184524	symbol
HBG2	ENSG00000196565	symbol
NPPA	ENSG00000175206	symbol
WFDC3	ENSG00000124116	symbol
CYP4X1	ENSG00000186377	symbol
IRGM	ENSG00000237693	symbol
P2RX1	ENSG00000108405	symbol
CCL28	ENSG00000151882	symbol
MDS2	ENSG00000197880	symbol
ASIP	ENSG00000101440	symbol
DPYSL4	ENSG00000151640	symbol
TMED7-TICAM2	ENSG00000251201	symbol
CIB4	ENSG00000157884	symbol
CPA3	ENSG00000163751	symbol
SLC6A10P	ENSG00000214617	symbol
GABRA4	ENSG00000109158	symbol
ANKRD45	ENSG00000285777	symbol
HCG4	ENSG00000176998	symbol
TTC23L	ENSG00000205838	symbol
TMEM132B	ENSG00000139364	symbol
VN1R5	ENSG00000197617	symbol
KLF1	ENSG00000105610	symbol
SCARNA17	ENSG00000251992	symbol
OXT	ENSG00000101405	symbol
TP53TG5	ENSG00000124251	symbol
FIGN	ENSG00000182263	symbol
KSR2	ENSG00000171435	symbol
AGTR2	ENSG00000180772	symbol
PXT1	ENSG00000179165	symbol
ACSBG2	ENSG00000130377	symbol
C9orf153	ENSG00000187753	symbol
GNAT2	ENSG00000134183	symbol
HLA-J	ENSG00000204622	symbol
LRRC66	ENSG00000188993	symbol
PGM5P2	ENSG00000277778	symbol
ZNF385D	ENSG00000151789	symbol
RIPPLY1	ENSG00000147223	symbol
CKMT1B	ENSG00000237289	symbol
LTB	ENSG00000227507	symbol
CCR4	ENSG00000183813	symbol
JAKMIP2	ENSG00000176049	symbol
RRAD	ENSG00000166592	symbol
DDX3Y	ENSG00000067048	symbol
KRT71	ENSG00000139648	symbol
INSL6	ENSG00000120210	symbol
GRID2	ENSG00000152208	symbol
KRT36	ENSG00000126337	symbol
CABP1	ENSG00000157782	symbol
SNORD22	ENSG00000277194	symbol
GPR45	ENSG00000135973	symbol
AQP12B	ENSG00000185176	symbol
XKR3	ENSG00000172967	symbol
CSTL1	ENSG00000125823	symbol
COL22A1	ENSG00000169436	symbol
PNMA6A	ENSG00000235961	symbol
SNORD10	ENSG00000238917	symbol
RPA4	ENSG00000204086	symbol
CLIC6	ENSG00000159212	symbol
MYBPC3	ENSG00000134571	symbol
IL13	ENSG00000169194	symbol
ACVR1C	ENSG00000123612	symbol
FTHL17	ENSG00000132446	symbol
ABCG5	ENSG00000138075	symbol
ITGA8	ENSG00000077943	symbol
KLHL38	ENSG00000175946	symbol
FFAR2	ENSG00000126262	symbol
MMP21	ENSG00000154485	symbol
PDE11A	ENSG00000128655	symbol
ACSM5	ENSG00000183549	symbol
GRHL3	ENSG00000158055	symbol
RTL1	ENSG00000254656	symbol
LYPD6B	ENSG00000150556	symbol
HPYR1	ENSG00000253521	symbol
CNTNAP5	ENSG00000155052	symbol
SNHG4	ENSG00000281398	symbol
RASGRF1	ENSG00000058335	symbol
ZNF732	ENSG00000186777	symbol
PHOSPHO1	ENSG00000173868	symbol
KCNK16	ENSG00000095981	symbol
SCN11A	ENSG00000168356	symbol
VSIG1	ENSG00000101842	symbol
POM121L1P	ENSG00000183169	symbol
HOXA11	ENSG00000005073	symbol
CCDC140	ENSG00000163081	symbol
MYOZ1	ENSG00000177791	symbol
PRR15	ENSG00000176532	symbol
KRT3	ENSG00000186442	symbol
SHH	ENSG00000164690	symbol
AGXT2	ENSG00000113492	symbol
SMCR5	ENSG00000226746	symbol
LIPI	ENSG00000188992	symbol
CLDN20	ENSG00000171217	symbol
KCNJ10	ENSG00000177807	symbol
FCRL6	ENSG00000181036	symbol
CELP	ENSG00000170827	symbol
VEPH1	ENSG00000197415	symbol
KLHL10	ENSG00000161594	symbol
RPL21	ENSG00000122026	symbol
SNORA23	ENSG00000201998	symbol
KIF12	ENSG00000136883	symbol
CEBPE	ENSG00000092067	symbol
RS1	ENSG00000102104	symbol
CDH12	ENSG00000154162	symbol
LDHAL6B	ENSG00000171989	symbol
CYP3A7	ENSG00000160870	symbol
LRRC4B	ENSG00000131409	symbol
GPR63	ENSG00000112218	symbol
NUP62CL	ENSG00000198088	symbol
FBXO40	ENSG00000163833	symbol
TAS2R4	ENSG00000127364	symbol
SOX6	ENSG00000110693	symbol
CCL24	ENSG00000106178	symbol
OR51E2	ENSG00000167332	symbol
PROX2	ENSG00000119608	symbol
ARTN	ENSG00000117407	symbol
HCN2	ENSG00000099822	symbol
BTNL3	ENSG00000168903	symbol
SCN4A	ENSG00000007314	symbol
SOX5	ENSG00000134532	symbol
SAMD3	ENSG00000164483	symbol
OPN1SW	ENSG00000128617	symbol
ERMN	ENSG00000136541	symbol
ABCC6	ENSG00000091262	symbol
ZBP1	ENSG00000124256	symbol
MYH8	ENSG00000133020	symbol
RAB19	ENSG00000146955	symbol
OR1L8	ENSG00000171496	symbol
ADAM21	ENSG00000139985	symbol
CST11	ENSG00000125831	symbol
GLI1	ENSG00000111087	symbol
FSCN2	ENSG00000186765	symbol
CECR7	ENSG00000237438	symbol
OR56B4	ENSG00000180919	symbol
FBXW12	ENSG00000164049	symbol
GNG3	ENSG00000162188	symbol
KRT15	ENSG00000171346	symbol
DNAJC25-GNG10	ENSG00000244115	symbol
NLRP12	ENSG00000142405	symbol
RAB40A	ENSG00000172476	symbol
VWA2	ENSG00000165816	symbol
SP9	ENSG00000217236	symbol
MLANA	ENSG00000120215	symbol
TPRG1	ENSG00000188001	symbol
C17orf99	ENSG00000187997	symbol
SLC16A10	ENSG00000112394	symbol
VTCN1	ENSG00000134258	symbol
TNS4	ENSG00000131746	symbol
MLNR	ENSG00000102539	symbol
SLC7A5P1	ENSG00000260727	symbol
TIGIT	ENSG00000181847	symbol
FKBP1AP1	ENSG00000269304	symbol
NCAM2	ENSG00000154654	symbol
GCKR	ENSG00000084734	symbol
CHST13	ENSG00000180767	symbol
LRRC36	ENSG00000159708	symbol
SERPINI2	ENSG00000114204	symbol
KCNA3	ENSG00000177272	symbol
MATK	ENSG00000007264	symbol
FSD2	ENSG00000186628	symbol
SERPINB10	ENSG00000242550	symbol
WDR86	ENSG00000187260	symbol
PROC	ENSG00000115718	symbol
IL21	ENSG00000138684	symbol
PYGO1	ENSG00000171016	symbol
ARL13A	ENSG00000174225	symbol
GPR21	ENSG00000188394	symbol
MBOAT4	ENSG00000177669	symbol
GDF6	ENSG00000156466	symbol
GLRA2	ENSG00000101958	symbol
FAM181A	ENSG00000140067	symbol
MAB21L1	ENSG00000180660	symbol
CDHR3	ENSG00000128536	symbol
LTF	ENSG00000012223	symbol
GLB1L2	ENSG00000149328	symbol
TULP2	ENSG00000104804	symbol
CAMK1G	ENSG00000008118	symbol
SNORD97	ENSG00000238622	symbol
DOCK3	ENSG00000088538	symbol
CALR3	ENSG00000269058	symbol
AK5	ENSG00000154027	symbol
ATCAY	ENSG00000167654	symbol
NHLH1	ENSG00000171786	symbol
GPA33	ENSG00000143167	symbol
PDZD9	ENSG00000155714	symbol
KRT73	ENSG00000186049	symbol
FMR1NB	ENSG00000176988	symbol
TMPRSS15	ENSG00000154646	symbol
SLC2A4	ENSG00000181856	symbol
RPL13AP17	ENSG00000231322	symbol
LOC100271832	ENSG00000236854	symbol
BTBD18	ENSG00000233436	symbol
HSP90AB4P	ENSG00000282100	symbol
IL2RA	ENSG00000134460	symbol
TDRD6	ENSG00000180113	symbol
SHOX	ENSG00000185960	symbol
ASAH2	ENSG00000188611	symbol
CXorf58	ENSG00000165182	symbol
ESX1	ENSG00000123576	symbol
GRM1	ENSG00000152822	symbol
AGBL2	ENSG00000165923	symbol
GPR143	ENSG00000101850	symbol
CFHR5	ENSG00000134389	symbol
SLC6A20	ENSG00000163817	symbol
EXTL1	ENSG00000158008	symbol
NXF5	ENSG00000126952	symbol
LAMB4	ENSG00000091128	symbol
GSG1	ENSG00000111305	symbol
EN1	ENSG00000163064	symbol
RPL21P44	ENSG00000229585	symbol
EBF2	ENSG00000221818	symbol
SCNN1B	ENSG00000168447	symbol
BOLL	ENSG00000152430	symbol
DDX53	ENSG00000184735	symbol
ID2B	ENSG00000237456	symbol
SHBG	ENSG00000129214	symbol
SLC22A14	ENSG00000144671	symbol
UGT1A10	ENSG00000242515	symbol
CMTM2	ENSG00000140932	symbol
ZNF705A	ENSG00000196946	symbol
SLC35F4	ENSG00000151812	symbol
FCRLB	ENSG00000162746	symbol
ENPP6	ENSG00000164303	symbol
DHRS9	ENSG00000073737	symbol
RAB40AL	ENSG00000102128	symbol
ANGPTL3	ENSG00000132855	symbol
TDRD5	ENSG00000162782	symbol
SLC5A9	ENSG00000117834	symbol
STAR	ENSG00000147465	symbol
GRM8	ENSG00000179603	symbol
LIPF	ENSG00000182333	symbol
TFAMP1	ENSG00000230444	symbol
OR4N4	ENSG00000183706	symbol
CEL	ENSG00000170835	symbol
CAPN11	ENSG00000137225	symbol
PTH1R	ENSG00000160801	symbol
CAV3	ENSG00000182533	symbol
SNORA74B	ENSG00000212402	symbol
IDO1	ENSG00000131203	symbol
CD8B	ENSG00000172116	symbol
FLG2	ENSG00000143520	symbol
GPC2	ENSG00000213420	symbol
SUMO4	ENSG00000177688	symbol
KLRD1	ENSG00000134539	symbol
APOBEC3A	ENSG00000128383	symbol
HOXB8	ENSG00000120068	symbol
NAP1L2	ENSG00000186462	symbol
HIPK4	ENSG00000160396	symbol
RFX8	ENSG00000196460	symbol
CDH26	ENSG00000124215	symbol
GNLY	ENSG00000115523	symbol
CPLX4	ENSG00000166569	symbol
OTOS	ENSG00000178602	symbol
SLC7A5P2	ENSG00000258186	symbol
KRT34	ENSG00000131737	symbol
SIRPD	ENSG00000125900	symbol
TEX12	ENSG00000150783	symbol
GALR1	ENSG00000166573	symbol
KRT35	ENSG00000197079	symbol
CA14	ENSG00000118298	symbol
PREX2	ENSG00000046889	symbol
PCDHGB3	ENSG00000262209	symbol
MUSK	ENSG00000030304	symbol
DMC1	ENSG00000100206	symbol
OR2AE1	ENSG00000244623	symbol
ENAM	ENSG00000132464	symbol
PCDH15	ENSG00000150275	symbol
TM6SF2	ENSG00000213996	symbol
GNAT1	ENSG00000114349	symbol
CYP2E1	ENSG00000130649	symbol
TDRD10	ENSG00000163239	symbol
BARX2	ENSG00000043039	symbol
WIPF3	ENSG00000122574	symbol
ADAM33	ENSG00000149451	symbol
ANKRD53	ENSG00000144031	symbol
SCN8A	ENSG00000196876	symbol
RAX	ENSG00000134438	symbol
SCTR	ENSG00000080293	symbol
PRND	ENSG00000171864	symbol
MGC12916	ENSG00000266709	symbol
MT1M	ENSG00000205364	symbol
AJAP1	ENSG00000196581	symbol
ABRA	ENSG00000174429	symbol
TP63	ENSG00000073282	symbol
SLC36A2	ENSG00000186335	symbol
CABP7	ENSG00000100314	symbol
IL33	ENSG00000137033	symbol
ITGB1BP2	ENSG00000147166	symbol
UNC13A	ENSG00000130477	symbol
OR6B3	ENSG00000178586	symbol
EFCAB5	ENSG00000176927	symbol
OR4F29	ENSG00000284733	symbol
ESRRG	ENSG00000196482	symbol
C12orf71	ENSG00000214700	symbol
AQP10	ENSG00000143595	symbol
HTR4	ENSG00000164270	symbol
CYP21A2	ENSG00000231852	symbol
CYP3A43	ENSG00000021461	symbol
PKD2L2	ENSG00000078795	symbol
GRIN2C	ENSG00000161509	symbol
TLR10	ENSG00000174123	symbol
SOX15	ENSG00000129194	symbol
FAIM2	ENSG00000135472	symbol
RDH16	ENSG00000139547	symbol
ENPP7	ENSG00000182156	symbol
DNAI2	ENSG00000171595	symbol
EPHX3	ENSG00000105131	symbol
GOLGA8G	ENSG00000183629	symbol
ABCA9	ENSG00000154258	symbol
KCNK2	ENSG00000082482	symbol
GPR141	ENSG00000187037	symbol
MYCN	ENSG00000134323	symbol
AK7	ENSG00000140057	symbol
MMP7	ENSG00000137673	symbol
PTTG2	ENSG00000250254	symbol
PTX4	ENSG00000251692	symbol
PSPN	ENSG00000125650	symbol
SLC39A5	ENSG00000139540	symbol
NEURL3	ENSG00000163121	symbol
SLC16A8	ENSG00000100156	symbol
ZNF214	ENSG00000149050	symbol
RPS26P11	ENSG00000196933	symbol
ADRA1B	ENSG00000170214	symbol
PKDREJ	ENSG00000130943	symbol
LRRC10B	ENSG00000204950	symbol
CCDC54	ENSG00000138483	symbol
CORT	ENSG00000241563	symbol
LHB	ENSG00000104826	symbol
AGBL3	ENSG00000146856	symbol
TNN	ENSG00000120332	symbol
RPL3L	ENSG00000140986	symbol
FGF18	ENSG00000156427	symbol
SLC24A4	ENSG00000140090	symbol
KCNV2	ENSG00000168263	symbol
COL21A1	ENSG00000124749	symbol
GPR18	ENSG00000125245	symbol
FUT7	ENSG00000180549	symbol
CRP	ENSG00000132693	symbol
C3orf20	ENSG00000131379	symbol
PSAT1	ENSG00000135069	symbol
LRRC24	ENSG00000254402	symbol
DNAH2	ENSG00000183914	symbol
HPR	ENSG00000261701	symbol
VAT1L	ENSG00000171724	symbol
SHC3	ENSG00000148082	symbol
ZNF208	ENSG00000160321	symbol
LOC100131496	ENSG00000267882	symbol
LIPJ	ENSG00000204022	symbol
FTMT	ENSG00000181867	symbol
CYP3A5	ENSG00000106258	symbol
DNAJB7	ENSG00000172404	symbol
DACH1	ENSG00000276644	symbol
RRH	ENSG00000180245	symbol
NELL2	ENSG00000184613	symbol
TOMM20L	ENSG00000196860	symbol
PDC	ENSG00000116703	symbol
SCARNA12	ENSG00000238795	symbol
ONECUT1	ENSG00000169856	symbol
TMPRSS11F	ENSG00000198092	symbol
RAB9B	ENSG00000123570	symbol
ZMYND10	ENSG00000004838	symbol
MAK	ENSG00000111837	symbol
NXNL1	ENSG00000171773	symbol
GYPE	ENSG00000197465	symbol
LYG1	ENSG00000144214	symbol
PRAP1	ENSG00000165828	symbol
TSPAN32	ENSG00000064201	symbol
CTTNBP2	ENSG00000077063	symbol
DIRAS3	ENSG00000162595	symbol
HBE1	ENSG00000213931	symbol
ASGR2	ENSG00000161944	symbol
NAT8L	ENSG00000185818	symbol
RTP3	ENSG00000163825	symbol
RGL3	ENSG00000205517	symbol
SCUBE3	ENSG00000146197	symbol
FSCN3	ENSG00000106328	symbol
TWIST2	ENSG00000233608	symbol
TAC3	ENSG00000166863	symbol
PTPRR	ENSG00000153233	symbol
PLEKHG4B	ENSG00000153404	symbol
MTNR1A	ENSG00000168412	symbol
TAC4	ENSG00000176358	symbol
RPL23AP64	ENSG00000240970	symbol
RGS8	ENSG00000135824	symbol
RAB39B	ENSG00000155961	symbol
ALDH8A1	ENSG00000118514	symbol
RNF112	ENSG00000128482	symbol
PBX4	ENSG00000105717	symbol
KRT85	ENSG00000135443	symbol
ALOX12	ENSG00000108839	symbol
MYOZ3	ENSG00000164591	symbol
SPRR2F	ENSG00000244094	symbol
SV2B	ENSG00000185518	symbol
CCDC78	ENSG00000162004	symbol
GTF2H2B	ENSG00000226259	symbol
OR10H1	ENSG00000186723	symbol
OTUD7A	ENSG00000169918	symbol
IQCF1	ENSG00000173389	symbol
AKR1C1	ENSG00000187134	symbol
WNT9A	ENSG00000143816	symbol
GNRHR	ENSG00000109163	symbol
PPP1R14A	ENSG00000167641	symbol
NALCN	ENSG00000102452	symbol
TMEM139	ENSG00000178826	symbol
IFIT1B	ENSG00000204010	symbol
SLC23A3	ENSG00000213901	symbol
OR5K2	ENSG00000231861	symbol
B3GNT6	ENSG00000198488	symbol
CHST6	ENSG00000183196	symbol
HPN	ENSG00000105707	symbol
PLIN4	ENSG00000167676	symbol
NEUROD4	ENSG00000123307	symbol
GABARAPL3	ENSG00000279980	symbol
RIPK4	ENSG00000183421	symbol
MAGEL2	ENSG00000254585	symbol
ZC3H12D	ENSG00000178199	symbol
PCDHB19P	ENSG00000262096	symbol
C9orf152	ENSG00000188959	symbol
C6orf52	ENSG00000137434	symbol
ZSCAN5B	ENSG00000197213	symbol
WNT11	ENSG00000085741	symbol
B3GALT2	ENSG00000162630	symbol
VSNL1	ENSG00000163032	symbol
EVX1	ENSG00000106038	symbol
PTGS2	ENSG00000073756	symbol
PANX3	ENSG00000154143	symbol
GJC3	ENSG00000176402	symbol
SLC17A7	ENSG00000104888	symbol
SLC28A2	ENSG00000137860	symbol
PRKAA2	ENSG00000162409	symbol
PKD1L3	ENSG00000277481	symbol
KIF6	ENSG00000164627	symbol
GPR61	ENSG00000156097	symbol
CDO1	ENSG00000129596	symbol
WDR93	ENSG00000140527	symbol
CES1	ENSG00000198848	symbol
OR52N2	ENSG00000180988	symbol
UBQLNL	ENSG00000175518	symbol
BRD7P3	ENSG00000169075	symbol
MYOM2	ENSG00000036448	symbol
OVCH1	ENSG00000187950	symbol
GRID2IP	ENSG00000215045	symbol
TMEM156	ENSG00000121895	symbol
CDKL4	ENSG00000205111	symbol
KRTAP17-1	ENSG00000186860	symbol
IGF2BP2	ENSG00000073792	symbol
KLF15	ENSG00000163884	symbol
CDC14C	ENSG00000218305	symbol
PCDHGB4	ENSG00000253953	symbol
PRPH2	ENSG00000112619	symbol
PIP5KL1	ENSG00000167103	symbol
ANKRD33	ENSG00000167612	symbol
ZBTB32	ENSG00000011590	symbol
PCDHGA3	ENSG00000254245	symbol
OMG	ENSG00000126861	symbol
HS3ST3B1	ENSG00000125430	symbol
SPTBN4	ENSG00000160460	symbol
CD5L	ENSG00000073754	symbol
RHAG	ENSG00000112077	symbol
HCRTR1	ENSG00000121764	symbol
PPP2R2B	ENSG00000156475	symbol
CDX1	ENSG00000113722	symbol
TG	ENSG00000042832	symbol
LONRF3	ENSG00000175556	symbol
NUDT10	ENSG00000122824	symbol
ADAM20	ENSG00000134007	symbol
PEG10	ENSG00000242265	symbol
SCRT2	ENSG00000215397	symbol
PPM1E	ENSG00000175175	symbol
KNCN	ENSG00000162456	symbol
C19orf18	ENSG00000177025	symbol
GAGE2A	ENSG00000189064	symbol
CLIC3	ENSG00000169583	symbol
PCSK4	ENSG00000115257	symbol
ARL5C	ENSG00000141748	symbol
IMPG1	ENSG00000112706	symbol
UGT1A8	ENSG00000242366	symbol
PCOTH	ENSG00000205861	symbol
DLX5	ENSG00000105880	symbol
TRPC3	ENSG00000138741	symbol
PHYHD1	ENSG00000175287	symbol
CCL14	ENSG00000276409	symbol
PRSSL1	ENSG00000129451	alias
SLC27A2	ENSG00000140284	symbol
ZNF541	ENSG00000118156	symbol
SLC26A4	ENSG00000091137	symbol
NCF1C	ENSG00000165178	symbol
LTC4S	ENSG00000213316	symbol
IQSEC3	ENSG00000120645	symbol
TMEM229A	ENSG00000234224	symbol
PLA2G5	ENSG00000127472	symbol
MYH7B	ENSG00000078814	symbol
TERC	ENSG00000270141	symbol
CTSW	ENSG00000172543	symbol
RNASE3	ENSG00000169397	symbol
AIPL1	ENSG00000129221	symbol
C3orf36	ENSG00000288547	symbol
GPR39	ENSG00000183840	symbol
FAM170A	ENSG00000164334	symbol
TDO2	ENSG00000151790	symbol
PCDHGA7	ENSG00000253537	symbol
RFPL3	ENSG00000128276	symbol
LCNL1	ENSG00000214402	symbol
HIGD2B	ENSG00000175202	symbol
GAS2	ENSG00000148935	symbol
KCNH5	ENSG00000140015	symbol
TRIM71	ENSG00000206557	symbol
LILRP2	ENSG00000170858	symbol
OR1J1	ENSG00000136834	symbol
NODAL	ENSG00000156574	symbol
DNALI1	ENSG00000163879	symbol
AGRP	ENSG00000159723	symbol
HRC	ENSG00000130528	symbol
LYG2	ENSG00000185674	symbol
OR52E6	ENSG00000205409	symbol
CSN2	ENSG00000135222	symbol
LYPD6	ENSG00000187123	symbol
TGM1	ENSG00000092295	symbol
SSX4	ENSG00000268009	symbol
GRIK5	ENSG00000105737	symbol
PCDHGA2	ENSG00000081853	symbol
ATP6V1B1	ENSG00000116039	symbol
SLC22A12	ENSG00000197891	symbol
FNDC7	ENSG00000143107	symbol
FGFR4	ENSG00000160867	symbol
SNORA48	ENSG00000209582	symbol
GAL3ST3	ENSG00000175229	symbol
SULT1C3	ENSG00000196228	symbol
IMPG2	ENSG00000081148	symbol
APOL5	ENSG00000128313	symbol
OR2H2	ENSG00000204657	symbol
AGT	ENSG00000135744	symbol
ASCL2	ENSG00000183734	symbol
SEMA3D	ENSG00000153993	symbol
SLCO1B3	ENSG00000111700	symbol
EMX2	ENSG00000170370	symbol
TREH	ENSG00000118094	symbol
PABPC1P2	ENSG00000198526	symbol
LRRN4CL	ENSG00000177363	symbol
CD3D	ENSG00000167286	symbol
GPR82	ENSG00000171657	symbol
RAB41	ENSG00000147127	symbol
ZAP70	ENSG00000115085	symbol
GPAT2	ENSG00000186281	symbol
MBL2	ENSG00000165471	symbol
RNF17	ENSG00000132972	symbol
KCNK1	ENSG00000135750	symbol
ARG1	ENSG00000118520	symbol
SMN1	ENSG00000172062	symbol
SLC25A18	ENSG00000182902	symbol
SIGLEC16	ENSG00000161643	symbol
OR7E37P	ENSG00000215480	symbol
RBM44	ENSG00000177483	symbol
MS4A6E	ENSG00000166926	symbol
CCDC62	ENSG00000130783	symbol
PPEF2	ENSG00000156194	symbol
ADAM22	ENSG00000008277	symbol
LRRC39	ENSG00000122477	symbol
NPFFR1	ENSG00000148734	symbol
MOGAT1	ENSG00000124003	symbol
SPINK6	ENSG00000178172	symbol
MPV17L	ENSG00000156968	symbol
SBF1P1	ENSG00000248522	symbol
DMGDH	ENSG00000132837	symbol
CRNN	ENSG00000143536	symbol
FOXA1	ENSG00000129514	symbol
CDCP2	ENSG00000157211	symbol
FITM1	ENSG00000139914	symbol
TSPYL6	ENSG00000178021	symbol
CD244	ENSG00000122223	symbol
SHISA2	ENSG00000180730	symbol
UGT2A1	ENSG00000173610	symbol
AADACL2	ENSG00000197953	symbol
TUBB8	ENSG00000261456	symbol
OR6W1P	ENSG00000179420	symbol
ACHE	ENSG00000087085	symbol
CRTAM	ENSG00000109943	symbol
CACNA1S	ENSG00000081248	symbol
EMX2OS	ENSG00000229847	symbol
SLC10A1	ENSG00000100652	symbol
POM121L9P	ENSG00000128262	symbol
ZNF695	ENSG00000197472	symbol
ULBP2	ENSG00000131015	symbol
C6orf58	ENSG00000184530	symbol
C1orf116	ENSG00000182795	symbol
KRTAP1-5	ENSG00000221852	symbol
SLC17A3	ENSG00000124564	symbol
SPDEF	ENSG00000124664	symbol
IL17D	ENSG00000172458	symbol
SDK2	ENSG00000069188	symbol
APC2	ENSG00000115266	symbol
CHL1	ENSG00000134121	symbol
ESR1	ENSG00000091831	symbol
CTXN3	ENSG00000205279	symbol
ZNF474	ENSG00000164185	symbol
BEX5	ENSG00000184515	symbol
GALNT14	ENSG00000158089	symbol
CTRL	ENSG00000141086	symbol
FAM186A	ENSG00000185958	symbol
EGFL6	ENSG00000198759	symbol
SPACA5	ENSG00000171489	symbol
RHCE	ENSG00000188672	symbol
CNTN4	ENSG00000144619	symbol
SDR9C7	ENSG00000170426	symbol
CCL1	ENSG00000108702	symbol
ALG1L2	ENSG00000251287	symbol
IRF4	ENSG00000137265	symbol
STYK1	ENSG00000060140	symbol
DNASE1L2	ENSG00000167968	symbol
GOLGA6A	ENSG00000159289	symbol
BEGAIN	ENSG00000183092	symbol
MEGF10	ENSG00000145794	symbol
PRB2	ENSG00000121335	symbol
IZUMO1	ENSG00000182264	symbol
